Date,VN-INDEX,Change,Total Volume,Total Value,Total Foreigner Buy Volume,Total Foreigner Buy Value,Total Foreigner Sell Volume,Total Foreigner Sell Value
2/6/2017,700.04,-0.31(-0.04%),"126,959,180",345.50 bil,"7,702,505",361.38 bil,"11,640,485",356.58 bil
2/3/2017,700.35,-2.83(-0.40%),"124,669,417",196.86 bil,"7,021,640",300.97 bil,"13,310,060",296.73 bil
2/2/2017,703.18,+5.90(+0.85%),"86,423,220",373.08 bil,---,---,---,---
1/25/2017,697.28,+5.92(+0.86%),"98,347,975",468.83 bil,"11,080,034",612.50 bil,"12,096,514",556.52 bil
1/24/2017,691.36,+4.21(+0.61%),"98,368,423",496.45 bil,"7,489,870",430.23 bil,"6,767,620",247.46 bil
1/23/2017,687.15,+0.89(+0.13%),"87,805,563",381.69 bil,"6,997,235",394.35 bil,"7,928,665",387.06 bil
1/20/2017,686.26,+3.95(+0.58%),"90,685,549",447.32 bil,"11,323,650",504.87 bil,"7,042,510",292.96 bil
1/19/2017,682.31,-0.97(-0.14%),"89,194,329",746.89 bil,"8,192,760",524.93 bil,"13,788,730",518.53 bil
1/18/2017,683.28,-1.43(-0.21%),"101,056,273",614.21 bil,"7,356,920",432.56 bil,"9,172,970",434.53 bil
1/17/2017,684.71,+6.77(+1.00%),"108,970,890",750.94 bil,"11,262,540",591.94 bil,"13,813,920",618.91 bil
1/16/2017,677.94,-7.12(-1.04%),"89,571,722",487.18 bil,"5,905,910",392.08 bil,"7,275,410",360.23 bil
1/13/2017,685.06,-1.90(-0.28%),"94,952,830",418.02 bil,"8,317,108",263.81 bil,"8,773,748",264.14 bil
1/12/2017,686.96,-0.20(-0.03%),"112,444,195",319.38 bil,"6,365,209",207.77 bil,"12,160,162",395.21 bil
1/11/2017,687.16,+6.09(+0.89%),"108,707,601",600.06 bil,"7,874,530",298.85 bil,"6,999,150",257.53 bil
1/10/2017,681.07,-1.50(-0.22%),"87,802,449",343.22 bil,"7,377,408",310.48 bil,"9,186,558",329.51 bil
1/9/2017,682.57,+2.77(+0.41%),"101,402,229",709.54 bil,"6,207,170",333.51 bil,"6,416,590",280.78 bil
1/6/2017,679.8,+3.99(+0.59%),"127,413,699",731.39 bil,"16,722,155",825.41 bil,"17,529,675",714.73 bil
1/5/2017,675.81,+1.11(+0.16%),"102,173,838",359.25 bil,"8,471,642",256.66 bil,"8,687,752",246.33 bil
1/4/2017,674.7,+2.69(+0.40%),"110,033,678",394.46 bil,"6,636,260",259.27 bil,"3,180,960",153.67 bil
1/3/2017,672.01,+7.14(+1.07%),"84,661,275",280.45 bil,"4,865,220",162.23 bil,"4,960,150",154.08 bil
12/30/2016,664.87,+0.15(+0.02%),"121,554,068","1,079.65 bil","8,692,086",830.26 bil,"6,527,782",339.96 bil
12/29/2016,664.72,+1.22(+0.18%),"116,503,543",481.46 bil,"6,642,520",366.18 bil,"6,212,940",339.46 bil
12/28/2016,663.5,-0.36(-0.05%),"118,802,856",417.43 bil,"6,616,428",191.03 bil,"8,444,038",270.54 bil
12/27/2016,663.86,+1.41(+0.21%),"160,244,177","1,340.81 bil","12,797,340",292.10 bil,"4,669,470",157.00 bil
12/26/2016,662.45,-1.92(-0.29%),"114,879,058","1,536.88 bil","4,548,444",178.10 bil,"11,593,629",498.39 bil
12/23/2016,664.37,+0.22(+0.03%),"114,626,886",807.25 bil,"8,512,231",356.00 bil,"10,870,452",360.41 bil
12/22/2016,664.15,-2.79(-0.42%),"94,912,514",335.67 bil,"6,488,010",301.72 bil,"5,407,420",313.69 bil
12/21/2016,666.94,+4.28(+0.65%),"130,132,517","1,192.48 bil","12,691,660",501.52 bil,"8,933,490",421.04 bil
12/20/2016,662.66,-11.67(-1.73%),"100,035,571",293.98 bil,"4,754,670",252.95 bil,"8,179,260",410.88 bil
12/19/2016,674.33,-0.83(-0.12%),"124,372,729",311.45 bil,"4,980,690",153.46 bil,"4,528,450",159.41 bil
12/16/2016,675.16,+9.24(+1.39%),"177,177,716",643.67 bil,"26,926,220",909.68 bil,"64,687,750","1,140.02 bil"
12/15/2016,665.92,+0.78(+0.12%),"126,549,739",490.89 bil,"5,202,270",235.26 bil,"8,168,670",261.04 bil
12/14/2016,665.14,+10.48(+1.60%),"212,095,924",519.02 bil,"10,440,855",344.76 bil,"16,063,275",345.01 bil
12/13/2016,654.66,-5.04(-0.76%),"135,077,811",514.41 bil,"7,884,570",373.66 bil,"11,302,240",359.45 bil
12/12/2016,659.7,-3.37(-0.51%),"111,503,595",534.96 bil,"6,651,120",407.21 bil,"8,765,270",282.71 bil
12/9/2016,663.07,+4.18(+0.63%),"119,362,123","1,011.87 bil","8,168,920",582.17 bil,"13,322,563",949.99 bil
12/8/2016,658.89,+5.36(+0.82%),"135,115,234",807.80 bil,"9,637,710",257.00 bil,"9,848,330",449.96 bil
12/7/2016,653.53,+2.04(+0.31%),"130,471,689",843.96 bil,"9,305,980",260.74 bil,"9,828,870",377.61 bil
12/6/2016,651.49,-8.72(-1.32%),"126,596,028",284.80 bil,"4,781,693",188.60 bil,"11,172,203",349.42 bil
12/5/2016,660.21,-4.93(-0.74%),"157,006,278","1,300.78 bil","7,223,550",324.00 bil,"10,286,360",336.80 bil
12/2/2016,665.14,-1.40(-0.21%),"135,983,005",899.88 bil,"17,772,890",564.50 bil,"20,981,500",704.51 bil
12/1/2016,666.54,+1.47(+0.22%),"127,426,088",583.94 bil,"7,125,620",205.20 bil,"12,471,650",384.29 bil
11/30/2016,665.07,+6.81(+1.03%),"155,535,385",547.59 bil,"13,514,871",933.78 bil,"16,852,409",586.93 bil
11/29/2016,658.26,-7.03(-1.06%),"117,030,471",365.64 bil,"6,392,010",454.10 bil,"16,582,910",709.75 bil
11/28/2016,665.29,-10.58(-1.57%),"107,425,275",302.63 bil,"5,516,710",239.49 bil,"17,241,670",626.43 bil
11/25/2016,675.87,-2.31(-0.34%),"115,873,882",290.67 bil,"5,915,550",175.04 bil,"9,631,230",467.68 bil
11/24/2016,678.18,-4.98(-0.73%),"125,298,469",295.15 bil,"4,381,227",99.88 bil,"7,847,870",323.03 bil
11/23/2016,683.16,+1.25(+0.18%),"116,629,346",312.69 bil,"4,903,470",203.74 bil,"5,270,680",272.26 bil
11/22/2016,681.91,+7.62(+1.13%),"113,014,531",355.55 bil,"4,070,440",294.46 bil,"6,474,100",385.49 bil
11/21/2016,674.29,+1.04(+0.15%),"103,604,608",404.65 bil,"4,365,670",230.93 bil,"8,069,700",357.27 bil
11/18/2016,673.25,-1.32(-0.20%),"104,889,159",340.51 bil,"6,206,790",264.83 bil,"11,104,970",427.86 bil
11/17/2016,674.57,-0.03(0.00%),"128,545,515",461.64 bil,"6,371,060",450.17 bil,"14,439,010",508.78 bil
11/16/2016,674.6,+0.34(+0.05%),"111,235,257",270.52 bil,"4,848,240",278.40 bil,"6,118,650",263.46 bil
11/15/2016,674.26,+1.21(+0.18%),"117,997,072",361.95 bil,"7,498,489",253.45 bil,"9,937,919",374.22 bil
11/14/2016,673.05,-6.15(-0.91%),"121,618,891",315.78 bil,"7,334,550",250.39 bil,"19,728,980",522.33 bil
11/11/2016,679.2,+1.03(+0.15%),"115,746,795",303.73 bil,"5,220,073",215.83 bil,"9,440,193",293.27 bil
11/10/2016,678.17,+7.91(+1.18%),"119,982,716",325.94 bil,"7,078,089",292.54 bil,"10,562,799",377.23 bil
11/9/2016,670.26,-6.20(-0.92%),"148,002,755",293.34 bil,"7,877,190",385.40 bil,"6,625,830",264.51 bil
11/8/2016,676.46,+2.32(+0.34%),"96,711,763",436.27 bil,"10,335,795",306.73 bil,"7,710,735",197.82 bil
11/7/2016,674.14,+7.41(+1.11%),"102,951,746",221.86 bil,"5,739,380",198.91 bil,"3,667,040",195.05 bil
11/4/2016,666.73,-0.90(-0.13%),"87,224,452",281.39 bil,"3,676,131",225.83 bil,"3,051,501",192.20 bil
11/3/2016,667.63,-3.77(-0.56%),"128,263,281",324.03 bil,"7,193,860",300.33 bil,"5,757,970",210.69 bil
11/2/2016,671.4,-5.20(-0.77%),"142,390,107",543.40 bil,"6,548,280",242.56 bil,"12,405,493",288.67 bil
11/1/2016,676.6,+0.80(+0.12%),"118,657,708",340.99 bil,"4,537,850",170.46 bil,"4,274,580",158.93 bil
10/31/2016,675.8,-6.45(-0.95%),"130,146,695",385.77 bil,"10,467,857",359.84 bil,"12,316,047",306.18 bil
10/28/2016,682.25,+5.35(+0.79%),"117,262,452",390.71 bil,"9,938,800",339.76 bil,"8,312,190",252.10 bil
10/27/2016,676.9,+3.29(+0.49%),"91,029,134",205.19 bil,"3,524,372",147.32 bil,"5,395,152",167.28 bil
10/26/2016,673.61,-2.57(-0.38%),"102,375,848",282.09 bil,"4,397,996",204.44 bil,"4,749,196",194.02 bil
10/25/2016,676.18,-1.84(-0.27%),"127,870,459",491.67 bil,"5,396,230",228.21 bil,"9,057,530",256.95 bil
10/24/2016,678.02,-6.81(-0.99%),"125,471,958",713.85 bil,"5,721,450",223.12 bil,"4,846,500",255.08 bil
10/21/2016,684.83,-1.56(-0.23%),"136,021,849",643.20 bil,"7,340,150",185.64 bil,"5,397,830",194.35 bil
10/20/2016,686.39,-2.50(-0.36%),"121,092,926",649.64 bil,"5,402,346",223.18 bil,"6,921,366",252.24 bil
10/19/2016,688.89,+6.87(+1.01%),"149,347,013","1,145.68 bil","7,291,290",273.35 bil,"7,445,930",229.70 bil
10/18/2016,682.02,+1.07(+0.16%),"132,556,946",997.61 bil,"8,424,370",290.02 bil,"12,826,170",334.04 bil
10/17/2016,680.95,-6.05(-0.88%),"113,706,862",187.66 bil,"5,182,300",148.99 bil,"8,365,110",204.47 bil
10/14/2016,687.0,+1.77(+0.26%),"164,677,030","1,330.05 bil","16,742,673",579.30 bil,"8,622,873",247.13 bil
10/13/2016,685.23,+2.78(+0.41%),"125,235,595",335.86 bil,"7,254,870",217.85 bil,"7,767,750",250.89 bil
10/12/2016,682.45,+0.09(+0.01%),"120,752,695",344.40 bil,"6,134,270",243.01 bil,"3,801,380",151.28 bil
10/11/2016,682.36,+8.17(+1.21%),"148,016,135",654.81 bil,"6,418,950",282.87 bil,"6,710,510",267.96 bil
10/10/2016,674.19,-9.76(-1.43%),"139,489,963",468.00 bil,"4,581,240",191.32 bil,"9,659,947",222.83 bil
10/7/2016,683.95,-3.37(-0.49%),"140,056,120",388.76 bil,"6,120,590",238.19 bil,"16,308,340",368.22 bil
10/6/2016,687.32,+0.28(+0.04%),"150,660,971",494.99 bil,"8,215,860",314.24 bil,"12,342,880",242.61 bil
10/5/2016,687.04,+2.84(+0.42%),"116,965,594",306.48 bil,"8,937,720",254.96 bil,"9,554,180",252.06 bil
10/4/2016,684.2,+1.15(+0.17%),"123,103,077",312.53 bil,"9,092,070",302.96 bil,"13,002,170",364.86 bil
10/3/2016,683.05,-2.68(-0.39%),"121,373,564",608.31 bil,"4,043,578",187.35 bil,"9,448,048",339.99 bil
9/30/2016,685.73,-2.82(-0.41%),"115,737,606",398.85 bil,"10,026,020",292.48 bil,"6,933,950",229.53 bil
9/29/2016,688.55,+1.83(+0.27%),"115,920,966",308.49 bil,"5,176,920",316.75 bil,"5,624,720",282.01 bil
9/28/2016,686.72,+1.83(+0.27%),"128,176,296",599.92 bil,"10,847,328",502.32 bil,"15,566,238",538.87 bil
9/27/2016,684.89,+7.85(+1.16%),"130,570,028",365.94 bil,"5,384,360",212.65 bil,"10,898,980",315.25 bil
9/26/2016,677.04,+2.95(+0.44%),"162,242,504","2,078.93 bil","23,706,845","1,030.86 bil","24,836,041","1,039.65 bil"
9/23/2016,674.09,+2.71(+0.40%),"176,039,748","2,756.06 bil","38,303,110","1,897.77 bil","36,207,820","1,812.76 bil"
9/22/2016,671.38,+2.90(+0.43%),"144,396,670","1,104.75 bil","9,242,300",617.06 bil,"7,998,310",586.32 bil
9/21/2016,668.48,+5.11(+0.77%),"158,846,286",933.37 bil,"13,167,050",670.26 bil,"6,567,830",284.54 bil
9/20/2016,663.37,+5.48(+0.83%),"118,443,376",797.83 bil,"10,428,120",630.96 bil,"12,615,980",698.53 bil
9/19/2016,657.89,+6.58(+1.01%),"107,313,289",68.65 bil,"6,068,800",262.49 bil,"5,676,790",283.10 bil
9/16/2016,651.31,-4.87(-0.74%),"206,937,884","1,059.08 bil","29,160,130","1,703.05 bil","108,617,240","3,171.32 bil"
9/15/2016,656.18,-0.46(-0.07%),"112,721,637",184.19 bil,"6,903,680",232.52 bil,"10,787,720",381.53 bil
9/14/2016,656.64,-3.08(-0.47%),"96,405,371",199.66 bil,"4,644,850",180.21 bil,"5,749,730",223.27 bil
9/13/2016,659.72,-0.04(-0.01%),"87,742,729",375.33 bil,"9,599,740",479.63 bil,"11,922,750",596.70 bil
9/12/2016,659.76,-7.12(-1.07%),"101,334,675",567.14 bil,"5,459,440",283.97 bil,"13,068,190",455.03 bil
9/9/2016,666.88,+0.81(+0.12%),"106,069,911",516.35 bil,"11,679,729",544.88 bil,"17,463,879",751.72 bil
9/8/2016,666.07,+4.79(+0.72%),"124,555,726",483.14 bil,"14,582,850",714.67 bil,"17,145,050",797.36 bil
9/7/2016,661.28,-2.62(-0.39%),"106,478,655",379.81 bil,"10,960,160",456.12 bil,"12,949,400",714.76 bil
9/6/2016,663.9,-0.65(-0.10%),"108,988,687",788.67 bil,"16,006,495",804.55 bil,"20,151,615",948.78 bil
9/5/2016,664.55,-4.64(-0.69%),"110,452,165",293.99 bil,"7,646,720",451.12 bil,"18,328,340",738.07 bil
9/1/2016,669.19,-5.44(-0.81%),"102,236,975",514.46 bil,"8,231,498",577.18 bil,"13,229,048",764.68 bil
8/31/2016,674.63,+1.96(+0.29%),"115,731,530",639.02 bil,"8,669,370",521.91 bil,"9,258,340",552.62 bil
8/30/2016,672.67,+3.23(+0.48%),"96,553,445",341.41 bil,"8,029,230",346.12 bil,"8,755,790",462.94 bil
8/29/2016,669.44,+1.69(+0.25%),"114,887,828",240.74 bil,"4,947,170",298.40 bil,"5,441,640",246.53 bil
8/26/2016,667.75,+9.25(+1.40%),"116,441,362",197.33 bil,"4,399,040",96.19 bil,"4,506,400",190.74 bil
8/25/2016,658.5,-2.27(-0.34%),"116,130,990",493.85 bil,"5,282,847",190.10 bil,"7,542,187",257.31 bil
8/24/2016,660.77,+1.61(+0.24%),"103,852,017",258.55 bil,"5,082,690",156.73 bil,"8,023,420",255.54 bil
8/23/2016,659.16,+1.48(+0.23%),"109,076,919",518.18 bil,"8,225,980",228.43 bil,"13,004,430",406.23 bil
8/22/2016,657.68,-4.60(-0.69%),"116,313,401",262.96 bil,"7,379,593",256.63 bil,"11,979,359",387.20 bil
8/19/2016,662.28,+1.63(+0.25%),"109,696,013",372.07 bil,"6,579,370",254.50 bil,"10,530,100",526.66 bil
8/18/2016,660.65,+0.14(+0.02%),"131,630,610",478.96 bil,"9,243,240",492.04 bil,"16,114,730",742.53 bil
8/17/2016,660.51,+2.40(+0.36%),"123,972,737",281.73 bil,"12,440,670",361.73 bil,"14,071,000",516.58 bil
8/16/2016,658.11,-1.36(-0.21%),"160,323,174",884.78 bil,"4,598,700",181.70 bil,"10,692,500",389.38 bil
8/15/2016,659.47,+3.76(+0.57%),"117,957,041",177.04 bil,"3,735,340",160.15 bil,"10,135,690",367.82 bil
8/12/2016,655.71,-4.53(-0.69%),"125,031,135",258.50 bil,"6,075,090",365.37 bil,"6,908,860",438.34 bil
8/11/2016,660.24,+11.91(+1.84%),"140,932,553",224.50 bil,"10,016,840",420.43 bil,"9,610,770",380.96 bil
8/10/2016,648.33,+10.99(+1.72%),"120,826,260",246.18 bil,"5,016,114",234.91 bil,"8,566,244",317.77 bil
8/9/2016,637.34,+7.88(+1.25%),"98,867,142",323.54 bil,"6,234,190",277.69 bil,"13,179,580",392.56 bil
8/8/2016,629.46,+2.07(+0.33%),"90,026,903",174.69 bil,"4,889,090",171.84 bil,"9,773,700",302.46 bil
8/5/2016,627.39,-4.55(-0.72%),"125,577,237",201.28 bil,"6,575,790",273.18 bil,"8,403,220",288.33 bil
8/4/2016,631.94,+0.33(+0.05%),"112,054,475",264.76 bil,"7,682,100",324.83 bil,"8,408,250",281.29 bil
8/3/2016,631.61,-4.44(-0.70%),"94,952,845",226.05 bil,"8,689,410",256.03 bil,"2,210,500",81.82 bil
8/2/2016,636.05,-12.33(-1.90%),"176,389,415",718.17 bil,"14,374,179",423.69 bil,"13,891,277",385.81 bil
8/1/2016,648.38,-3.85(-0.59%),"92,786,858",236.80 bil,"6,522,450",296.91 bil,"5,370,350",307.52 bil
7/29/2016,652.23,-4.91(-0.75%),"120,007,853",268.71 bil,"8,471,230",310.57 bil,"5,844,270",244.05 bil
7/28/2016,657.14,+1.03(+0.16%),"122,995,228",257.60 bil,"9,125,990",260.91 bil,"8,120,015",253.39 bil
7/27/2016,656.11,+7.52(+1.16%),"127,212,901",483.05 bil,"10,381,490",341.13 bil,"9,583,280",210.90 bil
7/26/2016,648.59,-0.71(-0.11%),"106,200,466",248.83 bil,"8,147,370",283.19 bil,"3,934,800",125.73 bil
7/25/2016,649.3,-0.57(-0.09%),"97,521,070",325.68 bil,"7,895,400",289.85 bil,"4,036,060",180.81 bil
7/22/2016,649.87,-9.70(-1.47%),"151,762,705",377.37 bil,"8,128,610",276.91 bil,"6,519,480",232.89 bil
7/21/2016,659.57,-0.69(-0.10%),"112,376,924",269.89 bil,"8,924,860",298.76 bil,"7,737,080",371.89 bil
7/20/2016,660.26,-7.50(-1.12%),"129,409,012",278.66 bil,"13,098,450",233.66 bil,"5,334,380",199.84 bil
7/19/2016,667.76,-5.74(-0.85%),"139,586,806",251.80 bil,"11,025,150",284.75 bil,"5,610,120",195.24 bil
7/18/2016,673.5,+8.94(+1.35%),"131,475,169",366.03 bil,"9,602,530",279.76 bil,"8,413,290",247.04 bil
7/15/2016,664.56,-2.13(-0.32%),"131,134,987","1,109.22 bil","14,457,592",978.74 bil,"12,567,709",962.19 bil
7/14/2016,666.69,-8.43(-1.25%),"160,109,344",281.85 bil,"16,059,560",390.40 bil,"9,227,640",271.92 bil
7/13/2016,675.12,+16.22(+2.46%),"159,936,454",966.31 bil,"20,604,560",643.08 bil,"16,632,690",561.36 bil
7/12/2016,658.9,+6.64(+1.02%),"175,613,469",671.11 bil,"14,282,357",467.84 bil,"9,609,607",391.54 bil
7/11/2016,652.26,-6.42(-0.97%),"162,216,721",395.60 bil,"11,363,980",366.52 bil,"5,257,360",204.04 bil
7/8/2016,658.68,-2.44(-0.37%),"143,999,302",797.78 bil,"14,203,462",833.79 bil,"13,015,058",830.43 bil
7/7/2016,661.12,+11.66(+1.80%),"137,255,422",434.17 bil,"6,270,360",193.42 bil,"4,474,490",143.49 bil
7/6/2016,649.46,-1.42(-0.22%),"136,952,723",439.65 bil,"5,424,249",152.44 bil,"5,382,279",176.71 bil
7/5/2016,650.88,+2.92(+0.45%),"149,329,425",327.76 bil,"9,455,400",251.03 bil,"5,739,560",188.64 bil
7/4/2016,647.96,+7.66(+1.20%),"137,074,190",799.13 bil,"11,275,759",530.58 bil,"9,476,169",541.67 bil
7/1/2016,640.3,+8.04(+1.27%),"126,003,431",519.53 bil,"8,503,954",382.76 bil,"5,399,014",306.31 bil
6/30/2016,632.26,+2.14(+0.34%),"106,172,826",337.89 bil,"5,814,346",231.21 bil,"3,731,026",169.55 bil
6/29/2016,630.12,+7.92(+1.27%),"122,306,893",585.97 bil,"6,523,494",238.37 bil,"5,537,994",259.11 bil
6/28/2016,622.2,+0.93(+0.15%),"89,276,686",338.86 bil,"6,188,730",244.67 bil,"3,648,020",218.40 bil
6/27/2016,621.27,+0.65(+0.10%),"107,961,271",489.00 bil,"5,100,520",259.08 bil,"3,624,990",242.97 bil
6/24/2016,620.77,-11.50(-1.82%),"270,167,693",335.79 bil,"9,288,900",294.57 bil,"8,478,350",317.22 bil
6/23/2016,632.27,+5.86(+0.94%),"117,110,964",417.29 bil,"4,986,250",216.48 bil,"6,193,190",296.22 bil
6/22/2016,626.41,-1.59(-0.25%),"107,956,447",494.78 bil,"7,435,480",374.30 bil,"6,046,600",338.55 bil
6/21/2016,628.0,+1.54(+0.25%),"127,747,245",553.79 bil,"8,420,900",370.73 bil,"5,473,100",287.29 bil
6/20/2016,626.46,+7.21(+1.16%),"115,099,126",339.19 bil,"7,695,883",251.86 bil,"5,179,123",182.44 bil
6/17/2016,619.25,-5.86(-0.94%),"148,648,035",215.35 bil,"15,094,520",455.26 bil,"43,711,580",881.56 bil
6/16/2016,625.11,-1.91(-0.30%),"122,411,121",238.61 bil,"7,108,340",219.65 bil,"11,867,810",243.43 bil
6/15/2016,627.02,+1.59(+0.25%),"130,313,982",309.27 bil,"5,123,690",148.60 bil,"5,748,150",164.14 bil
6/14/2016,625.43,+1.85(+0.30%),"99,800,986",248.32 bil,"5,665,160",164.54 bil,"5,919,570",180.47 bil
6/13/2016,623.58,-6.26(-0.99%),"127,060,195",521.55 bil,"9,041,360",305.70 bil,"10,783,370",392.77 bil
6/10/2016,629.84,-1.42(-0.22%),"134,279,311",307.74 bil,"14,198,270",335.66 bil,"4,317,331",141.10 bil
6/9/2016,631.26,+3.39(+0.54%),"119,510,866",197.12 bil,"8,670,710",274.11 bil,"3,480,260",141.89 bil
6/8/2016,627.87,+3.22(+0.52%),"139,311,446","1,000.82 bil","13,067,435",528.79 bil,"5,378,735",355.08 bil
6/7/2016,624.65,+4.60(+0.74%),"115,267,692",280.27 bil,"8,454,240",343.00 bil,"5,208,040",250.22 bil
6/6/2016,620.05,-1.83(-0.29%),"133,233,686",491.59 bil,"5,423,367",159.59 bil,"13,679,440",377.22 bil
6/3/2016,621.88,-1.49(-0.24%),"124,293,886",344.94 bil,"6,217,670",340.95 bil,"6,740,050",313.13 bil
6/2/2016,623.37,+3.51(+0.57%),"126,638,198",236.16 bil,"9,119,150",224.38 bil,"5,786,032",120.06 bil
6/1/2016,619.86,+1.42(+0.23%),"113,214,434",373.41 bil,"8,212,320",214.10 bil,"7,471,610",198.95 bil
5/31/2016,618.44,+3.94(+0.64%),"121,509,400",458.71 bil,"8,878,550",229.58 bil,"5,888,320",145.54 bil
5/30/2016,614.5,+6.39(+1.05%),"111,118,746",275.94 bil,"9,503,150",236.76 bil,"2,921,430",93.15 bil
5/27/2016,608.11,+3.77(+0.62%),"102,555,613",261.13 bil,"7,545,240",194.15 bil,"3,277,020",102.07 bil
5/26/2016,604.34,-7.55(-1.23%),"116,593,590",474.99 bil,"7,415,670",216.80 bil,"4,389,930",126.04 bil
5/25/2016,611.89,+0.27(+0.04%),"139,392,931",533.47 bil,"5,892,180",191.17 bil,"5,269,630",164.81 bil
5/24/2016,611.62,+0.59(+0.10%),"115,554,356",528.03 bil,"14,673,460",418.37 bil,"9,646,080",356.28 bil
5/23/2016,611.03,-3.78(-0.61%),"99,916,411",438.16 bil,"7,291,100",271.13 bil,"4,276,800",209.57 bil
5/20/2016,614.81,-4.39(-0.71%),"138,837,461","1,522.56 bil","11,913,920",824.20 bil,"14,762,680",925.03 bil
5/19/2016,619.2,-3.25(-0.52%),"141,468,684",865.84 bil,"11,011,970",589.61 bil,"12,282,113",699.01 bil
5/18/2016,622.45,-2.30(-0.37%),"135,286,732",700.90 bil,"16,195,220",605.15 bil,"9,920,240",457.16 bil
5/17/2016,624.75,+8.97(+1.46%),"126,844,685",433.25 bil,"12,984,123",438.88 bil,"7,853,866",291.21 bil
5/16/2016,615.78,+4.96(+0.81%),"109,336,428",464.49 bil,"10,521,610",241.54 bil,"5,957,355",205.75 bil
5/13/2016,610.82,-1.30(-0.21%),"110,628,260",225.53 bil,"5,880,970",204.75 bil,"6,587,480",174.93 bil
5/12/2016,612.12,-1.94(-0.32%),"93,535,957",436.43 bil,"6,072,980",241.36 bil,"5,290,460",252.65 bil
5/11/2016,614.06,+9.01(+1.49%),"162,836,854","1,723.84 bil","10,147,800",350.74 bil,"16,613,140",548.90 bil
5/10/2016,605.05,+1.20(+0.20%),"143,695,060",644.00 bil,"11,495,613",427.30 bil,"10,196,413",356.75 bil
5/9/2016,603.85,-2.67(-0.44%),"145,393,793","1,195.71 bil","8,134,303",232.09 bil,"8,814,226",355.48 bil
5/6/2016,606.52,+5.01(+0.83%),"120,426,242",225.94 bil,"10,006,360",297.41 bil,"3,483,200",128.07 bil
5/5/2016,601.51,+2.44(+0.41%),"134,807,029",500.69 bil,"8,041,260",244.58 bil,"7,017,480",214.67 bil
5/4/2016,599.07,+0.70(+0.12%),"143,701,125",321.02 bil,"15,698,528",379.83 bil,"8,148,782",288.93 bil
4/29/2016,598.37,+6.70(+1.13%),"124,902,889",701.00 bil,"18,023,044",639.99 bil,"16,249,523",564.27 bil
4/28/2016,591.67,-2.29(-0.39%),"101,200,825",363.17 bil,"6,769,740",216.02 bil,"5,251,640",170.98 bil
4/27/2016,593.96,-4.52(-0.76%),"149,048,248","1,072.19 bil","8,403,190",214.46 bil,"5,200,650",152.97 bil
4/26/2016,598.48,+6.90(+1.17%),"176,652,609","1,306.21 bil","10,376,128",327.43 bil,"40,214,306","1,148.13 bil"
4/25/2016,591.58,-0.90(-0.15%),"161,640,502","1,007.61 bil","12,773,506",457.86 bil,"11,927,586",448.91 bil
4/22/2016,592.48,+16.75(+2.91%),"140,754,879",519.03 bil,"14,423,860",540.67 bil,"7,134,849",336.05 bil
4/21/2016,575.73,+7.70(+1.36%),"104,751,900",204.61 bil,"10,981,500",311.04 bil,"5,575,320",236.60 bil
4/20/2016,568.03,-0.25(-0.04%),"116,427,685",311.34 bil,"14,523,818",388.69 bil,"5,562,898",249.77 bil
4/19/2016,568.28,-11.58(-2.00%),"138,459,788",314.23 bil,"15,174,124",341.03 bil,"9,669,154",341.42 bil
4/15/2016,579.86,+0.37(+0.06%),"124,267,616",270.90 bil,"10,064,220",250.40 bil,"5,745,520",176.24 bil
4/14/2016,579.49,+1.47(+0.25%),"122,500,701",315.97 bil,"9,334,760",348.92 bil,"5,465,370",236.08 bil
4/13/2016,578.02,-1.82(-0.31%),"140,037,692",406.37 bil,"8,891,690",209.70 bil,"4,571,630",152.00 bil
4/12/2016,579.84,+0.57(+0.10%),"165,747,147","1,217.66 bil","10,299,700",297.96 bil,"24,933,020","1,061.29 bil"
4/11/2016,579.27,+6.93(+1.21%),"143,194,089",529.42 bil,"13,697,930",437.74 bil,"6,349,950",281.52 bil
4/8/2016,572.34,+0.74(+0.13%),"122,410,615",509.59 bil,"9,772,270",309.48 bil,"7,821,980",474.39 bil
4/7/2016,571.6,+3.81(+0.67%),"123,544,105",273.70 bil,"10,278,904",278.33 bil,"4,838,824",169.05 bil
4/6/2016,567.79,+7.47(+1.33%),"120,888,692",796.39 bil,"9,432,130",264.73 bil,"15,427,943",708.05 bil
4/5/2016,560.32,+4.50(+0.81%),"140,380,762",884.06 bil,"8,186,800",203.81 bil,"19,029,735",815.08 bil
4/4/2016,555.82,-2.61(-0.47%),"118,847,850",248.59 bil,"11,975,144",227.06 bil,"9,066,034",188.55 bil
4/1/2016,558.43,-2.79(-0.50%),"131,420,385",462.01 bil,"8,821,442",303.52 bil,"7,403,932",270.43 bil
3/31/2016,561.22,-8.69(-1.52%),"172,525,592",820.37 bil,"12,319,730",320.06 bil,"13,107,730",507.64 bil
3/30/2016,569.91,+1.63(+0.29%),"135,457,967",447.61 bil,"11,405,624",309.37 bil,"8,063,514",250.08 bil
3/29/2016,568.28,-7.44(-1.29%),"165,096,704",639.04 bil,"12,064,070",270.02 bil,"12,206,780",326.40 bil
3/28/2016,575.72,+3.64(+0.64%),"127,859,664",483.94 bil,"11,052,830",259.32 bil,"4,444,120",154.34 bil
3/25/2016,572.08,+1.42(+0.25%),"159,135,772",558.31 bil,"16,758,938",355.32 bil,"11,264,025",214.72 bil
